Temperature (Celsius),Resistance (ohms),Sensitivity (ohms-per-degree)
-126.80000000000416,49.3208,0.4109
-126.70000000000417,49.3619,0.4109
-126.60000000000417,49.4030,0.4109
-126.50000000000418,49.4441,0.4108
-126.40000000000418,49.4852,0.4108
-126.30000000000419,49.5262,0.4108
-126.2000000000042,49.5673,0.4108
-126.1000000000042,49.6084,0.4107
-126.0000000000042,49.6495,0.4107
-125.90000000000421,49.6905,0.4107
-125.80000000000422,49.7316,0.4107
-125.70000000000422,49.7727,0.4107
-125.60000000000423,49.8137,0.4106
-125.50000000000423,49.8548,0.4106
-125.40000000000424,49.8959,0.4106
-125.30000000000425,49.9369,0.4106
-125.20000000000425,49.9780,0.4105
-125.10000000000426,50.0190,0.4105
-125.00000000000426,50.0601,0.4105
-124.90000000000427,50.1011,0.4105
-124.80000000000427,50.1422,0.4105
-124.70000000000428,50.1832,0.4104
-124.60000000000429,50.2243,0.4104
-124.50000000000429,50.2653,0.4104
-124.4000000000043,50.3063,0.4104
-124.3000000000043,50.3474,0.4103
-124.20000000000431,50.3884,0.4103
-124.10000000000431,50.4294,0.4103
-124.00000000000432,50.4705,0.4103
-123.90000000000433,50.5115,0.4102
-123.80000000000433,50.5525,0.4102
-123.70000000000434,50.5935,0.4102
-123.60000000000434,50.6346,0.4102
-123.50000000000435,50.6756,0.4102
-123.40000000000435,50.7166,0.4101
-123.30000000000436,50.7576,0.4101
-123.20000000000437,50.7986,0.4101
-123.10000000000437,50.8396,0.4101
-123.00000000000438,50.8806,0.4100
-122.90000000000438,50.9216,0.4100
-122.80000000000439,50.9626,0.4100
-122.7000000000044,51.0036,0.4100
-122.6000000000044,51.0446,0.4100
-122.5000000000044,51.0856,0.4099
-122.40000000000441,51.1266,0.4099
-122.30000000000442,51.1676,0.4099
-122.20000000000442,51.2086,0.4099
-122.10000000000443,51.2496,0.4098
-122.00000000000443,51.2906,0.4098
-121.90000000000444,51.3315,0.4098
-121.80000000000445,51.3725,0.4098
-121.70000000000445,51.4135,0.4098
-121.60000000000446,51.4545,0.4097
-121.50000000000446,51.4955,0.4097
-121.40000000000447,51.5364,0.4097
-121.30000000000447,51.5774,0.4097
-121.20000000000448,51.6184,0.4097
-121.10000000000448,51.6593,0.4096
-121.00000000000449,51.7003,0.4096
-120.9000000000045,51.7412,0.4096
-120.8000000000045,51.7822,0.4096
-120.70000000000451,51.8232,0.4095
-120.60000000000451,51.8641,0.4095
-120.50000000000452,51.9051,0.4095
-120.40000000000452,51.9460,0.4095
-120.30000000000453,51.9870,0.4095
-120.20000000000454,52.0279,0.4094
-120.10000000000454,52.0688,0.4094
-120.00000000000455,52.1098,0.4094
-119.90000000000455,52.1507,0.4094
-119.80000000000456,52.1917,0.4093
-119.70000000000456,52.2326,0.4093
-119.60000000000457,52.2735,0.4093
-119.50000000000458,52.3144,0.4093
-119.40000000000458,52.3554,0.4093
-119.30000000000459,52.3963,0.4092
-119.2000000000046,52.4372,0.4092
-119.1000000000046,52.4781,0.4092
-119.0000000000046,52.5191,0.4092
-118.90000000000461,52.5600,0.4091
-118.80000000000462,52.6009,0.4091
-118.70000000000462,52.6418,0.4091
-118.60000000000463,52.6827,0.4091
-118.50000000000463,52.7236,0.4091
-118.40000000000464,52.7645,0.4090
-118.30000000000464,52.8054,0.4090
-118.20000000000465,52.8463,0.4090
-118.10000000000466,52.8872,0.4090
-118.00000000000466,52.9281,0.4090
-117.90000000000467,52.9690,0.4089
-117.80000000000467,53.0099,0.4089
-117.70000000000468,53.0508,0.4089
-117.60000000000468,53.0917,0.4089
-117.50000000000469,53.1326,0.4088
-117.4000000000047,53.1735,0.4088
-117.3000000000047,53.2143,0.4088
-117.2000000000047,53.2552,0.4088
-117.10000000000471,53.2961,0.4088
-117.00000000000472,53.3370,0.4087
-116.90000000000472,53.3778,0.4087
-116.80000000000473,53.4187,0.4087
-116.70000000000474,53.4596,0.4087
-116.60000000000474,53.5004,0.4087
-116.50000000000475,53.5413,0.4086
-116.40000000000475,53.5822,0.4086
-116.30000000000476,53.6230,0.4086
-116.20000000000476,53.6639,0.4086
-116.10000000000477,53.7048,0.4085
-116.00000000000477,53.7456,0.4085
-115.90000000000478,53.7865,0.4085
-115.80000000000479,53.8273,0.4085
-115.70000000000479,53.8682,0.4085
-115.6000000000048,53.9090,0.4084
-115.5000000000048,53.9498,0.4084
-115.40000000000481,53.9907,0.4084
-115.30000000000481,54.0315,0.4084
-115.20000000000482,54.0724,0.4084
-115.10000000000483,54.1132,0.4083
-115.00000000000483,54.1540,0.4083
-114.90000000000484,54.1949,0.4083
-114.80000000000484,54.2357,0.4083
-114.70000000000485,54.2765,0.4083
-114.60000000000485,54.3173,0.4082
-114.50000000000486,54.3582,0.4082
-114.40000000000487,54.3990,0.4082
-114.30000000000487,54.4398,0.4082
-114.20000000000488,54.4806,0.4081
-114.10000000000488,54.5214,0.4081
-114.00000000000489,54.5622,0.4081
-113.9000000000049,54.6030,0.4081
-113.8000000000049,54.6439,0.4081
-113.7000000000049,54.6847,0.4080
-113.60000000000491,54.7255,0.4080
-113.50000000000492,54.7663,0.4080
-113.40000000000492,54.8071,0.4080
-113.30000000000493,54.8479,0.4080
-113.20000000000493,54.8887,0.4079
-113.10000000000494,54.9295,0.4079
-113.00000000000495,54.9702,0.4079
-112.90000000000495,55.0110,0.4079
-112.80000000000496,55.0518,0.4079
-112.70000000000496,55.0926,0.4078
-112.60000000000497,55.1334,0.4078
-112.50000000000497,55.1742,0.4078
-112.40000000000498,55.2149,0.4078
-112.30000000000499,55.2557,0.4078
-112.20000000000499,55.2965,0.4077
-112.100000000005,55.3373,0.4077
-112.000000000005,55.3780,0.4077
-111.90000000000501,55.4188,0.4077
-111.80000000000501,55.4596,0.4076
-111.70000000000502,55.5003,0.4076
-111.60000000000502,55.5411,0.4076
-111.50000000000503,55.5819,0.4076
-111.40000000000504,55.6226,0.4076
-111.30000000000504,55.6634,0.4075
-111.20000000000505,55.7041,0.4075
-111.10000000000505,55.7449,0.4075
-111.00000000000506,55.7856,0.4075
-110.90000000000506,55.8264,0.4075
-110.80000000000507,55.8671,0.4074
-110.70000000000508,55.9079,0.4074
-110.60000000000508,55.9486,0.4074
-110.50000000000509,55.9893,0.4074
-110.4000000000051,56.0301,0.4074
-110.3000000000051,56.0708,0.4073
-110.2000000000051,56.1115,0.4073
-110.10000000000511,56.1523,0.4073
-110.00000000000512,56.1930,0.4073
-109.90000000000512,56.2337,0.4073
-109.80000000000513,56.2745,0.4072
-109.70000000000513,56.3152,0.4072
-109.60000000000514,56.3559,0.4072
-109.50000000000514,56.3966,0.4072
-109.40000000000515,56.4373,0.4072
-109.30000000000516,56.4781,0.4071
-109.20000000000516,56.5188,0.4071
-109.10000000000517,56.5595,0.4071
-109.00000000000517,56.6002,0.4071
-108.90000000000518,56.6409,0.4071
-108.80000000000518,56.6816,0.4070
-108.70000000000519,56.7223,0.4070
-108.6000000000052,56.7630,0.4070
-108.5000000000052,56.8037,0.4070
-108.4000000000052,56.8444,0.4070
-108.30000000000521,56.8851,0.4069
-108.20000000000522,56.9258,0.4069
-108.10000000000522,56.9665,0.4069
-108.00000000000523,57.0072,0.4069
-107.90000000000524,57.0478,0.4069
-107.80000000000524,57.0885,0.4068
-107.70000000000525,57.1292,0.4068
-107.60000000000525,57.1699,0.4068
-107.50000000000526,57.2106,0.4068
-107.40000000000526,57.2513,0.4068
-107.30000000000527,57.2919,0.4067
-107.20000000000528,57.3326,0.4067
-107.10000000000528,57.3733,0.4067
-107.00000000000529,57.4139,0.4067
-106.90000000000529,57.4546,0.4067
-106.8000000000053,57.4953,0.4066
-106.7000000000053,57.5359,0.4066
-106.60000000000531,57.5766,0.4066
-106.50000000000531,57.6172,0.4066
-106.40000000000532,57.6579,0.4066
-106.30000000000533,57.6986,0.4065
-106.20000000000533,57.7392,0.4065
-106.10000000000534,57.7799,0.4065
-106.00000000000534,57.8205,0.4065
-105.90000000000535,57.8612,0.4065
-105.80000000000535,57.9018,0.4064
-105.70000000000536,57.9424,0.4064
-105.60000000000537,57.9831,0.4064
-105.50000000000537,58.0237,0.4064
-105.40000000000538,58.0644,0.4064
-105.30000000000538,58.1050,0.4063
-105.20000000000539,58.1456,0.4063
-105.1000000000054,58.1863,0.4063
-105.0000000000054,58.2269,0.4063
-104.9000000000054,58.2675,0.4063
-104.80000000000541,58.3081,0.4062
-104.70000000000542,58.3488,0.4062
-104.60000000000542,58.3894,0.4062
-104.50000000000543,58.4300,0.4062
-104.40000000000543,58.4706,0.4062
-104.30000000000544,58.5112,0.4061
-104.20000000000545,58.5518,0.4061
-104.10000000000545,58.5925,0.4061
-104.00000000000546,58.6331,0.4061
-103.90000000000546,58.6737,0.4061
-103.80000000000547,58.7143,0.4060
-103.70000000000547,58.7549,0.4060
-103.60000000000548,58.7955,0.4060
-103.50000000000549,58.8361,0.4060
-103.40000000000549,58.8767,0.4060
-103.3000000000055,58.9173,0.4059
-103.2000000000055,58.9579,0.4059
-103.10000000000551,58.9985,0.4059
-103.00000000000551,59.0391,0.4059
-102.90000000000552,59.0796,0.4059
-102.80000000000553,59.1202,0.4058
-102.70000000000553,59.1608,0.4058
-102.60000000000554,59.2014,0.4058
-102.50000000000554,59.2420,0.4058
-102.40000000000555,59.2825,0.4058
-102.30000000000555,59.3231,0.4058
-102.20000000000556,59.3637,0.4057
-102.10000000000556,59.4043,0.4057
-102.00000000000557,59.4448,0.4057
-101.90000000000558,59.4854,0.4057
-101.80000000000558,59.5260,0.4057
-101.70000000000559,59.5665,0.4056
-101.6000000000056,59.6071,0.4056
-101.5000000000056,59.6477,0.4056
-101.4000000000056,59.6882,0.4056
-101.30000000000561,59.7288,0.4056
-101.20000000000562,59.7693,0.4055
-101.10000000000562,59.8099,0.4055
-101.00000000000563,59.8504,0.4055
-100.90000000000563,59.8910,0.4055
-100.80000000000564,59.9315,0.4055
-100.70000000000564,59.9721,0.4054
-100.60000000000565,60.0126,0.4054
-100.50000000000566,60.0532,0.4054
-100.40000000000566,60.0937,0.4054
-100.30000000000567,60.1342,0.4054
-100.20000000000567,60.1748,0.4053
-100.10000000000568,60.2153,0.4053
-100.00000000000568,60.2558,0.4053
-99.90000000000569,60.2964,0.4053
-99.8000000000057,60.3369,0.4053
-99.7000000000057,60.3774,0.4053
-99.6000000000057,60.4179,0.4052
-99.50000000000571,60.4585,0.4052
-99.40000000000572,60.4990,0.4052
-99.30000000000572,60.5395,0.4052
-99.20000000000573,60.5800,0.4052
-99.10000000000574,60.6205,0.4051
-99.00000000000574,60.6611,0.4051
-98.90000000000575,60.7016,0.4051
-98.80000000000575,60.7421,0.4051
-98.70000000000576,60.7826,0.4051
-98.60000000000576,60.8231,0.4050
-98.50000000000577,60.8636,0.4050
-98.40000000000578,60.9041,0.4050
-98.30000000000578,60.9446,0.4050
-98.20000000000579,60.9851,0.4050
-98.10000000000579,61.0256,0.4049
-98.0000000000058,61.0661,0.4049
-97.9000000000058,61.1066,0.4049
-97.80000000000581,61.1471,0.4049
-97.70000000000582,61.1875,0.4049
-97.60000000000582,61.2280,0.4049
-97.50000000000583,61.2685,0.4048
-97.40000000000583,61.3090,0.4048
-97.30000000000584,61.3495,0.4048
-97.20000000000584,61.3900,0.4048
-97.10000000000585,61.4304,0.4048
-97.00000000000585,61.4709,0.4047
-96.90000000000586,61.5114,0.4047
-96.80000000000587,61.5519,0.4047
-96.70000000000587,61.5923,0.4047
-96.60000000000588,61.6328,0.4047
-96.50000000000588,61.6733,0.4046
-96.40000000000589,61.7137,0.4046
-96.3000000000059,61.7542,0.4046
-96.2000000000059,61.7946,0.4046
-96.1000000000059,61.8351,0.4046
-96.00000000000591,61.8756,0.4046
-95.90000000000592,61.9160,0.4045
-95.80000000000592,61.9565,0.4045
-95.70000000000593,61.9969,0.4045
-95.60000000000593,62.0374,0.4045
-95.50000000000594,62.0778,0.4045
-95.40000000000595,62.1183,0.4044
-95.30000000000595,62.1587,0.4044
-95.20000000000596,62.1991,0.4044
-95.10000000000596,62.2396,0.4044
-95.00000000000597,62.2800,0.4044
-94.90000000000597,62.3205,0.4044
-94.80000000000598,62.3609,0.4043
-94.70000000000599,62.4013,0.4043
-94.60000000000599,62.4418,0.4043
-94.500000000006,62.4822,0.4043
-94.400000000006,62.5226,0.4043
-94.30000000000601,62.5630,0.4042
-94.20000000000601,62.6035,0.4042
-94.10000000000602,62.6439,0.4042
-94.00000000000603,62.6843,0.4042
-93.90000000000603,62.7247,0.4042
-93.80000000000604,62.7651,0.4041
-93.70000000000604,62.8055,0.4041
-93.60000000000605,62.8460,0.4041
-93.50000000000605,62.8864,0.4041
-93.40000000000606,62.9268,0.4041
-93.30000000000607,62.9672,0.4041
-93.20000000000607,63.0076,0.4040
-93.10000000000608,63.0480,0.4040
-93.00000000000608,63.0884,0.4040
-92.90000000000609,63.1288,0.4040
-92.8000000000061,63.1692,0.4040
-92.7000000000061,63.2096,0.4039
-92.6000000000061,63.2500,0.4039
-92.50000000000611,63.2904,0.4039
-92.40000000000612,63.3308,0.4039
-92.30000000000612,63.3712,0.4039
-92.20000000000613,63.4115,0.4039
-92.10000000000613,63.4519,0.4038
-92.00000000000614,63.4923,0.4038
-91.90000000000614,63.5327,0.4038
-91.80000000000615,63.5731,0.4038
-91.70000000000616,63.6134,0.4038
-91.60000000000616,63.6538,0.4037
-91.50000000000617,63.6942,0.4037
-91.40000000000617,63.7346,0.4037
-91.30000000000618,63.7749,0.4037
-91.20000000000618,63.8153,0.4037
-91.10000000000619,63.8557,0.4037
-91.0000000000062,63.8960,0.4036
-90.9000000000062,63.9364,0.4036
-90.80000000000621,63.9768,0.4036
-90.70000000000621,64.0171,0.4036
-90.60000000000622,64.0575,0.4036
-90.50000000000622,64.0978,0.4036
-90.40000000000623,64.1382,0.4035
-90.30000000000624,64.1785,0.4035
-90.20000000000624,64.2189,0.4035
-90.10000000000625,64.2592,0.4035
-90.00000000000625,64.2996,0.4035
-89.90000000000626,64.3399,0.4034
-89.80000000000626,64.3803,0.4034
-89.70000000000627,64.4206,0.4034
-89.60000000000628,64.4610,0.4034
-89.50000000000628,64.5013,0.4034
-89.40000000000629,64.5416,0.4034
-89.30000000000629,64.5820,0.4033
-89.2000000000063,64.6223,0.4033
-89.1000000000063,64.6626,0.4033
-89.00000000000631,64.7030,0.4033
-88.90000000000632,64.7433,0.4033
-88.80000000000632,64.7836,0.4032
-88.70000000000633,64.8239,0.4032
-88.60000000000633,64.8643,0.4032
-88.50000000000634,64.9046,0.4032
-88.40000000000634,64.9449,0.4032
-88.30000000000635,64.9852,0.4032
-88.20000000000636,65.0255,0.4031
-88.10000000000636,65.0658,0.4031
-88.00000000000637,65.1062,0.4031
-87.90000000000637,65.1465,0.4031
-87.80000000000638,65.1868,0.4031
-87.70000000000638,65.2271,0.4031
-87.60000000000639,65.2674,0.4030
-87.5000000000064,65.3077,0.4030
-87.4000000000064,65.3480,0.4030
-87.3000000000064,65.3883,0.4030
-87.20000000000641,65.4286,0.4030
-87.10000000000642,65.4689,0.4029
-87.00000000000642,65.5092,0.4029
-86.90000000000643,65.5495,0.4029
-86.80000000000643,65.5898,0.4029
-86.70000000000644,65.6300,0.4029
-86.60000000000645,65.6703,0.4029
-86.50000000000645,65.7106,0.4028
-86.40000000000646,65.7509,0.4028
-86.30000000000646,65.7912,0.4028
-86.20000000000647,65.8315,0.4028
-86.10000000000647,65.8717,0.4028
-86.00000000000648,65.9120,0.4028
-85.90000000000649,65.9523,0.4027
-85.80000000000649,65.9926,0.4027
-85.7000000000065,66.0328,0.4027
-85.6000000000065,66.0731,0.4027
-85.50000000000651,66.1134,0.4027
-85.40000000000651,66.1536,0.4027
-85.30000000000652,66.1939,0.4026
-85.20000000000653,66.2342,0.4026
-85.10000000000653,66.2744,0.4026
-85.00000000000654,66.3147,0.4026
-84.90000000000654,66.3549,0.4026
-84.80000000000655,66.3952,0.4025
-84.70000000000655,66.4354,0.4025
-84.60000000000656,66.4757,0.4025
-84.50000000000657,66.5160,0.4025
-84.40000000000657,66.5562,0.4025
-84.30000000000658,66.5964,0.4025
-84.20000000000658,66.6367,0.4024
-84.10000000000659,66.6769,0.4024
-84.0000000000066,66.7172,0.4024
-83.9000000000066,66.7574,0.4024
-83.8000000000066,66.7977,0.4024
-83.70000000000661,66.8379,0.4024
-83.60000000000662,66.8781,0.4023
-83.50000000000662,66.9184,0.4023
-83.40000000000663,66.9586,0.4023
-83.30000000000663,66.9988,0.4023
-83.20000000000664,67.0390,0.4023
-83.10000000000664,67.0793,0.4023
-83.00000000000665,67.1195,0.4022
-82.90000000000666,67.1597,0.4022
-82.80000000000666,67.1999,0.4022
-82.70000000000667,67.2402,0.4022
-82.60000000000667,67.2804,0.4022
-82.50000000000668,67.3206,0.4022
-82.40000000000668,67.3608,0.4021
-82.30000000000669,67.4010,0.4021
-82.2000000000067,67.4412,0.4021
-82.1000000000067,67.4814,0.4021
-82.00000000000671,67.5217,0.4021
-81.90000000000671,67.5619,0.4021
-81.80000000000672,67.6021,0.4020
-81.70000000000672,67.6423,0.4020
-81.60000000000673,67.6825,0.4020
-81.50000000000674,67.7227,0.4020
-81.40000000000674,67.7629,0.4020
-81.30000000000675,67.8031,0.4019
-81.20000000000675,67.8433,0.4019
-81.10000000000676,67.8834,0.4019
-81.00000000000676,67.9236,0.4019
-80.90000000000677,67.9638,0.4019
-80.80000000000678,68.0040,0.4019
-80.70000000000678,68.0442,0.4018
-80.60000000000679,68.0844,0.4018
-80.50000000000679,68.1246,0.4018
-80.4000000000068,68.1647,0.4018
-80.3000000000068,68.2049,0.4018
-80.20000000000681,68.2451,0.4018
-80.10000000000682,68.2853,0.4017
-80.00000000000682,68.3254,0.4017
-79.90000000000683,68.3656,0.4017
-79.80000000000683,68.4058,0.4017
-79.70000000000684,68.4460,0.4017
-79.60000000000684,68.4861,0.4017
-79.50000000000685,68.5263,0.4016
-79.40000000000686,68.5665,0.4016
-79.30000000000686,68.6066,0.4016
-79.20000000000687,68.6468,0.4016
-79.10000000000687,68.6869,0.4016
-79.00000000000688,68.7271,0.4016
-78.90000000000688,68.7673,0.4015
-78.80000000000689,68.8074,0.4015
-78.7000000000069,68.8476,0.4015
-78.6000000000069,68.8877,0.4015
-78.5000000000069,68.9279,0.4015
-78.40000000000691,68.9680,0.4015
-78.30000000000692,69.0081,0.4014
-78.20000000000692,69.0483,0.4014
-78.10000000000693,69.0884,0.4014
-78.00000000000693,69.1286,0.4014
-77.90000000000694,69.1687,0.4014
-77.80000000000695,69.2089,0.4014
-77.70000000000695,69.2490,0.4013
-77.60000000000696,69.2891,0.4013
-77.50000000000696,69.3293,0.4013
-77.40000000000697,69.3694,0.4013
-77.30000000000697,69.4095,0.4013
-77.20000000000698,69.4496,0.4013
-77.10000000000699,69.4898,0.4012
-77.00000000000699,69.5299,0.4012
-76.900000000007,69.5700,0.4012
-76.800000000007,69.6101,0.4012
-76.70000000000701,69.6503,0.4012
-76.60000000000701,69.6904,0.4012
-76.50000000000702,69.7305,0.4011
-76.40000000000703,69.7706,0.4011
-76.30000000000703,69.8107,0.4011
-76.20000000000704,69.8508,0.4011
-76.10000000000704,69.8909,0.4011
-76.00000000000705,69.9310,0.4011
-75.90000000000705,69.9711,0.4011
-75.80000000000706,70.0112,0.4010
-75.70000000000707,70.0514,0.4010
-75.60000000000707,70.0915,0.4010
-75.50000000000708,70.1316,0.4010
-75.40000000000708,70.1716,0.4010
-75.30000000000709,70.2117,0.4010
-75.2000000000071,70.2518,0.4009
-75.1000000000071,70.2919,0.4009
-75.0000000000071,70.3320,0.4009
-74.90000000000711,70.3721,0.4009
-74.80000000000712,70.4122,0.4009
-74.70000000000712,70.4523,0.4009
-74.60000000000713,70.4924,0.4008
-74.50000000000713,70.5325,0.4008
-74.40000000000714,70.5725,0.4008
-74.30000000000715,70.6126,0.4008
-74.20000000000715,70.6527,0.4008
-74.10000000000716,70.6928,0.4008
-74.00000000000716,70.7328,0.4007
-73.90000000000717,70.7729,0.4007
-73.80000000000717,70.8130,0.4007
-73.70000000000718,70.8531,0.4007
-73.60000000000719,70.8931,0.4007
